dep;jour;n_dose1;n_complet;n_cum_dose1;n_cum_complet;couv_dose1;couv_complet
02;2021-08-26;910;2333;365294;325116;69.4;61.8
02;2021-08-27;964;2615;366258;327731;69.6;62.3
02;2021-08-28;1299;3423;367557;331154;69.9;63.0
02;2021-08-29;328;1170;367885;332324;69.9;63.2
02;2021-08-30;993;2470;368878;334794;70.1;63.6
02;2021-08-31;858;2255;369736;337049;70.3;64.1
02;2021-09-01;699;1545;370435;338594;70.4;64.4
02;2021-09-02;647;1760;371082;340354;70.5;64.7
02;2021-09-03;688;1955;371770;342309;70.7;65.1
02;2021-09-04;846;2835;372616;345144;70.8;65.6
02;2021-09-05;226;531;372842;345675;70.9;65.7
02;2021-09-06;402;1033;373244;346708;71.0;65.9
02;2021-09-07;447;1399;373691;348107;71.0;66.2
02;2021-09-08;506;1869;374197;349976;71.1;66.5
03;2020-12-27;0;0;0;0;0.0;0.0
03;2020-12-28;1;0;1;0;0.0;0.0
03;2020-12-29;0;0;1;0;0.0;0.0
03;2020-12-30;1;0;2;0;0.0;0.0
03;2020-12-31;0;0;2;0;0.0;0.0
03;2021-01-01;0;0;2;0;0.0;0.0
03;2021-01-02;0;0;2;0;0.0;0.0
03;2021-01-03;0;0;2;0;0.0;0.0
03;2021-01-04;0;0;2;0;0.0;0.0
03;2021-01-05;0;0;2;0;0.0;0.0
03;2021-01-06;10;0;12;0;0.0;0.0
03;2021-01-07;61;0;73;0;0.0;0.0
03;2021-01-08;146;1;219;1;0.1;0.0
03;2021-01-09;122;0;341;1;0.1;0.0
03;2021-01-10;6;0;347;1;0.1;0.0
03;2021-01-11;412;1;759;2;0.2;0.0
03;2021-01-12;631;0;1390;2;0.4;0.0
03;2021-01-13;669;2;2059;4;0.6;0.0
03;2021-01-14;861;4;2920;8;0.9;0.0
03;2021-01-15;387;3;3307;11;1.0;0.0
03;2021-01-16;278;0;3585;11;1.1;0.0
03;2021-01-17;42;0;3627;11;1.1;0.0
03;2021-01-18;878;0;4505;11;1.4;0.0
03;2021-01-19;1150;2;5655;13;1.7;0.0
03;2021-01-20;1290;3;6945;16;2.1;0.0
03;2021-01-21;1200;5;8145;21;2.5;0.0
03;2021-01-22;1117;4;9262;25;2.8;0.0
03;2021-01-23;466;0;9728;25;2.9;0.0
03;2021-01-24;0;0;9728;25;2.9;0.0
03;2021-01-25;187;0;9915;25;3.0;0.0
03;2021-01-26;679;8;10594;33;3.2;0.0
03;2021-01-27;695;10;11289;43;3.4;0.0
03;2021-01-28;1020;41;12309;84;3.7;0.0
03;2021-01-29;856;78;13165;162;4.0;0.0
03;2021-01-30;600;2;13765;164;4.2;0.0
03;2021-01-31;0;0;13765;164;4.2;0.0
03;2021-02-01;160;71;13925;235;4.2;0.1
03;2021-02-02;767;247;14692;482;4.4;0.1
03;2021-02-03;1056;437;15748;919;4.8;0.3
03;2021-02-04;1551;605;17299;1524;5.2;0.5
03;2021-02-05;948;303;18247;1827;5.5;0.6
03;2021-02-06;152;13;18399;1840;5.6;0.6
03;2021-02-07;5;0;18404;1840;5.6;0.6
03;2021-02-08;128;51;18532;1891;5.6;0.6
03;2021-02-09;612;440;19144;2331;5.8;0.7
03;2021-02-10;485;338;19629;2669;5.9;0.8
03;2021-02-11;1026;566;20655;3235;6.2;1.0
03;2021-02-12;1078;530;21733;3765;6.6;1.1
03;2021-02-13;126;161;21859;3926;6.6;1.2
03;2021-02-14;0;1;21859;3927;6.6;1.2
03;2021-02-15;309;695;22168;4622;6.7;1.4
03;2021-02-16;548;1044;22716;5666;6.9;1.7
03;2021-02-17;453;1168;23169;6834;7.0;2.1
03;2021-02-18;368;1107;23537;7941;7.1;2.4
03;2021-02-19;496;716;24033;8657;7.3;2.6
03;2021-02-20;128;165;24161;8822;7.3;2.7
03;2021-02-21;2;1;24163;8823;7.3;2.7
03;2021-02-22;158;186;24321;9009;7.3;2.7
03;2021-02-23;720;869;25041;9878;7.6;3.0
03;2021-02-24;609;927;25650;10805;7.7;3.3
03;2021-02-25;1092;1676;26742;12481;8.1;3.8
03;2021-02-26;821;1274;27563;13755;8.3;4.2
03;2021-02-27;96;233;27659;13988;8.3;4.2
03;2021-02-28;0;14;27659;14002;8.3;4.2
03;2021-03-01;178;233;27837;14235;8.4;4.3
03;2021-03-02;818;631;28655;14866;8.6;4.5
03;2021-03-03;902;430;29557;15296;8.9;4.6
03;2021-03-04;1540;564;31097;15860;9.4;4.8
03;2021-03-05;1121;694;32218;16554;9.7;5.0
03;2021-03-06;915;111;33133;16665;10.0;5.0
03;2021-03-07;2;0;33135;16665;10.0;5.0
03;2021-03-08;239;241;33374;16906;10.1;5.1
03;2021-03-09;1016;432;34390;17338;10.4;5.2
03;2021-03-10;941;540;35331;17878;10.7;5.4
03;2021-03-11;1676;646;37007;18524;11.2;5.6
03;2021-03-12;1302;861;38309;19385;11.6;5.9
03;2021-03-13;863;113;39172;19498;11.8;5.9
03;2021-03-14;2;5;39174;19503;11.8;5.9
03;2021-03-15;250;199;39424;19702;11.9;5.9
03;2021-03-16;650;404;40074;20106;12.1;6.1
03;2021-03-17;1303;437;41377;20543;12.5;6.2
03;2021-03-18;1720;393;43097;20936;13.0;6.3
03;2021-03-19;1728;364;44825;21300;13.5;6.4
03;2021-03-20;301;26;45126;21326;13.6;6.4
03;2021-03-21;1;0;45127;21326;13.6;6.4
03;2021-03-22;222;394;45349;21720;13.7;6.6
03;2021-03-23;1355;355;46704;22075;14.1;6.7
03;2021-03-24;1824;349;48528;22424;14.6;6.8
03;2021-03-25;2368;568;50896;22992;15.4;6.9
03;2021-03-26;2239;446;53135;23438;16.0;7.1
03;2021-03-27;816;21;53951;23459;16.3;7.1
03;2021-03-28;1;39;53952;23498;16.3;7.1
03;2021-03-29;659;176;54611;23674;16.5;7.1
03;2021-03-30;1908;449;56519;24123;17.1;7.3
03;2021-03-31;1014;983;57533;25106;17.4;7.6
03;2021-04-01;1375;1094;58908;26200;17.8;7.9
03;2021-04-02;1706;614;60614;26814;18.3;8.1
03;2021-04-03;366;99;60980;26913;18.4;8.1
03;2021-04-04;3;0;60983;26913;18.4;8.1
03;2021-04-05;18;14;61001;26927;18.4;8.1
03;2021-04-06;1073;410;62074;27337;18.7;8.3
03;2021-04-07;1562;522;63636;27859;19.2;8.4
03;2021-04-08;2120;481;65756;28340;19.8;8.6
03;2021-04-09;2057;1162;67813;29502;20.5;8.9
03;2021-04-10;1013;73;68826;29575;20.8;8.9
03;2021-04-11;478;9;69304;29584;20.9;8.9
03;2021-04-12;985;226;70289;29810;21.2;9.0
03;2021-04-13;1873;986;72162;30796;21.8;9.3
03;2021-04-14;2337;1222;74499;32018;22.5;9.7
03;2021-04-15;2621;1402;77120;33420;23.3;10.1
03;2021-04-16;2835;1179;79955;34599;24.1;10.4
03;2021-04-17;1082;441;81037;35040;24.5;10.6
03;2021-04-18;0;0;81037;35040;24.5;10.6
03;2021-04-19;1191;586;82228;35626;24.8;10.8
03;2021-04-20;1748;1274;83976;36900;25.3;11.1
03;2021-04-21;1122;1294;85098;38194;25.7;11.5
03;2021-04-22;1675;997;86773;39191;26.2;11.8
03;2021-04-23;2479;1272;89252;40463;26.9;12.2
03;2021-04-24;1301;920;90553;41383;27.3;12.5
03;2021-04-25;350;16;90903;41399;27.4;12.5
03;2021-04-26;1332;464;92235;41863;27.8;12.6
03;2021-04-27;1767;1524;94002;43387;28.4;13.1
03;2021-04-28;1930;1122;95932;44509;29.0;13.4
03;2021-04-29;2371;1241;98303;45750;29.7;13.8
03;2021-04-30;1931;806;100234;46556;30.3;14.1
03;2021-05-01;437;491;100671;47047;30.4;14.2
03;2021-05-02;2;1;100673;47048;30.4;14.2
03;2021-05-03;1912;774;102585;47822;31.0;14.4
03;2021-05-04;2845;1631;105430;49453;31.8;14.9
03;2021-05-05;2603;1325;108033;50778;32.6;15.3
03;2021-05-06;3097;2009;111130;52787;33.5;15.9
03;2021-05-07;4729;1792;115859;54579;35.0;16.5
03;2021-05-08;661;381;116520;54960;35.2;16.6
03;2021-05-09;49;511;116569;55471;35.2;16.7
03;2021-05-10;1892;1481;118461;56952;35.8;17.2
03;2021-05-11;3900;1840;122361;58792;36.9;17.7
03;2021-05-12;2971;1522;125332;60314;37.8;18.2
03;2021-05-13;4383;409;129715;60723;39.2;18.3
03;2021-05-14;3655;1697;133370;62420;40.3;18.8
03;2021-05-15;1942;491;135312;62911;40.8;19.0
03;2021-05-16;517;57;135829;62968;41.0;19.0
03;2021-05-17;1277;863;137106;63831;41.4;19.3
03;2021-05-18;3070;1505;140176;65336;42.3;19.7
03;2021-05-19;2623;968;142799;66304;43.1;20.0
03;2021-05-20;3336;1142;146135;67446;44.1;20.4
03;2021-05-21;4195;1281;150330;68727;45.4;20.7
03;2021-05-22;2012;359;152342;69086;46.0;20.9
03;2021-05-23;641;73;152983;69159;46.2;20.9
03;2021-05-24;2655;216;155638;69375;47.0;20.9
03;2021-05-25;3070;1689;158708;71064;47.9;21.4
03;2021-05-26;2338;1045;161046;72109;48.6;21.8
03;2021-05-27;2947;1127;163993;73236;49.5;22.1
03;2021-05-28;3849;2287;167842;75523;50.7;22.8
03;2021-05-29;1748;603;169590;76126;51.2;23.0
03;2021-05-30;242;23;169832;76149;51.3;23.0
03;2021-05-31;697;570;170529;76719;51.5;23.2
03;2021-06-01;2303;2346;172832;79065;52.2;23.9
03;2021-06-02;1535;1749;174367;80814;52.6;24.4
03;2021-06-03;2060;2754;176427;83568;53.3;25.2
03;2021-06-04;1699;2506;178126;86074;53.8;26.0
03;2021-06-05;1076;1143;179202;87217;54.1;26.3
03;2021-06-06;59;7;179261;87224;54.1;26.3
03;2021-06-07;785;1815;180046;89039;54.3;26.9
03;2021-06-08;1457;2556;181503;91595;54.8;27.6
03;2021-06-09;1267;1875;182770;93470;55.2;28.2
03;2021-06-10;1381;2124;184151;95594;55.6;28.9
03;2021-06-11;1503;3450;185654;99044;56.0;29.9
03;2021-06-12;831;823;186485;99867;56.3;30.1
03;2021-06-13;20;10;186505;99877;56.3;30.1
03;2021-06-14;381;2175;186886;102052;56.4;30.8
03;2021-06-15;1316;3834;188202;105886;56.8;32.0
03;2021-06-16;788;2888;188990;108774;57.0;32.8
03;2021-06-17;1083;3334;190073;112108;57.4;33.8
03;2021-06-18;1109;3980;191182;116088;57.7;35.0
03;2021-06-19;641;1618;191823;117706;57.9;35.5
03;2021-06-20;20;8;191843;117714;57.9;35.5
03;2021-06-21;462;2636;192305;120350;58.0;36.3
03;2021-06-22;1026;4004;193331;124354;58.4;37.5
03;2021-06-23;716;3285;194047;127639;58.6;38.5
03;2021-06-24;984;3864;195031;131503;58.9;39.7
03;2021-06-25;1019;3894;196050;135397;59.2;40.9
03;2021-06-26;513;2040;196563;137437;59.3;41.5
03;2021-06-27;65;486;196628;137923;59.3;41.6
03;2021-06-28;640;2100;197268;140023;59.5;42.3
03;2021-06-29;1029;3331;198297;143354;59.9;43.3
03;2021-06-30;831;3119;199128;146473;60.1;44.2
03;2021-07-01;986;2937;200114;149410;60.4;45.1
03;2021-07-02;920;4095;201034;153505;60.7;46.3
03;2021-07-03;487;1884;201521;155389;60.8;46.9
03;2021-07-04;20;332;201541;155721;60.8;47.0
03;2021-07-05;817;2381;202358;158102;61.1;47.7
03;2021-07-06;1171;3462;203529;161564;61.4;48.8
03;2021-07-07;805;2619;204334;164183;61.7;49.6
03;2021-07-08;1060;3043;205394;167226;62.0;50.5
03;2021-07-09;1471;3627;206865;170853;62.4;51.6
03;2021-07-10;509;1926;207374;172779;62.6;52.1
03;2021-07-11;61;492;207435;173271;62.6;52.3
03;2021-07-12;939;1149;208374;174420;62.9;52.6
03;2021-07-13;2613;3151;210987;177571;63.7;53.6
03;2021-07-14;195;25;211182;177596;63.7;53.6
03;2021-07-15;2613;2456;213795;180052;64.5;54.3
03;2021-07-16;2736;2277;216531;182329;65.4;55.0
03;2021-07-17;1033;1626;217564;183955;65.7;55.5
03;2021-07-18;31;6;217595;183961;65.7;55.5
03;2021-07-19;2392;1276;219987;185237;66.4;55.9
03;2021-07-20;3076;3032;223063;188269;67.3;56.8
03;2021-07-21;3213;1438;226276;189707;68.3;57.3
03;2021-07-22;2853;1887;229129;191594;69.2;57.8
03;2021-07-23;3205;1306;232334;192900;70.1;58.2
03;2021-07-24;588;581;232922;193481;70.3;58.4
03;2021-07-25;18;5;232940;193486;70.3;58.4
03;2021-07-26;2044;1578;234984;195064;70.9;58.9
03;2021-07-27;3325;2233;238309;197297;71.9;59.5
03;2021-07-28;2715;1116;241024;198413;72.7;59.9
03;2021-07-29;2548;1662;243572;200075;73.5;60.4
03;2021-07-30;2134;1454;245706;201529;74.2;60.8
03;2021-07-31;964;894;246670;202423;74.5;61.1
03;2021-08-01;13;20;246683;202443;74.5;61.1
03;2021-08-02;1679;1605;248362;204048;75.0;61.6
03;2021-08-03;2224;2774;250586;206822;75.6;62.4
03;2021-08-04;2195;889;252781;207711;76.3;62.7
03;2021-08-05;1265;1940;254046;209651;76.7;63.3
03;2021-08-06;1281;1023;255327;210674;77.1;63.6
03;2021-08-07;606;494;255933;211168;77.2;63.7
03;2021-08-08;66;29;255999;211197;77.3;63.7
03;2021-08-09;598;1306;256597;212503;77.4;64.1
03;2021-08-10;1677;3469;258274;215972;78.0;65.2
03;2021-08-11;1336;2529;259610;218501;78.4;65.9
03;2021-08-12;1138;3514;260748;222015;78.7;67.0
03;2021-08-13;769;1051;261517;223066;78.9;67.3
03;2021-08-14;379;567;261896;223633;79.0;67.5
03;2021-08-15;9;61;261905;223694;79.1;67.5
03;2021-08-16;722;2694;262627;226388;79.3;68.3
03;2021-08-17;1075;3220;263702;229608;79.6;69.3
03;2021-08-18;1161;2156;264863;231764;79.9;70.0
03;2021-08-19;1004;3049;265867;234813;80.2;70.9
03;2021-08-20;718;1139;266585;235952;80.5;71.2
03;2021-08-21;419;722;267004;236674;80.6;71.4
03;2021-08-22;8;6;267012;236680;80.6;71.4
03;2021-08-23;775;2286;267787;238966;80.8;72.1
03;2021-08-24;891;2408;268678;241374;81.1;72.9
03;2021-08-25;927;2025;269605;243399;81.4;73.5
03;2021-08-26;570;1435;270175;244834;81.5;73.9
03;2021-08-27;456;1580;270631;246414;81.7;74.4
03;2021-08-28;218;674;270849;247088;81.7;74.6
03;2021-08-29;4;0;270853;247088;81.8;74.6
03;2021-08-30;766;1469;271619;248557;82.0;75.0
03;2021-08-31;692;2052;272311;250609;82.2;75.6
03;2021-09-01;598;1511;272909;252120;82.4;76.1
03;2021-09-02;477;1233;273386;253353;82.5;76.5
03;2021-09-03;489;1186;273875;254539;82.7;76.8
03;2021-09-04;251;628;274126;255167;82.7;77.0
03;2021-09-05;5;11;274131;255178;82.7;77.0
03;2021-09-06;320;1098;274451;256276;82.8;77.4
03;2021-09-07;565;1592;275016;257868;83.0;77.8
03;2021-09-08;419;1513;275435;259381;83.1;78.3
04;2020-12-27;0;0;0;0;0.0;0.0
04;2020-12-28;1;0;1;0;0.0;0.0
04;2020-12-29;0;0;1;0;0.0;0.0
04;2020-12-30;0;0;1;0;0.0;0.0
04;2020-12-31;0;0;1;0;0.0;0.0
04;2021-01-01;0;0;1;0;0.0;0.0
04;2021-01-02;0;0;1;0;0.0;0.0
04;2021-01-03;0;0;1;0;0.0;0.0
04;2021-01-04;0;0;1;0;0.0;0.0
04;2021-01-05;4;0;5;0;0.0;0.0
04;2021-01-06;0;0;5;0;0.0;0.0
04;2021-01-07;61;0;66;0;0.0;0.0
04;2021-01-08;88;0;154;0;0.1;0.0
04;2021-01-09;57;0;211;0;0.1;0.0
04;2021-01-10;0;0;211;0;0.1;0.0
04;2021-01-11;77;0;288;0;0.2;0.0
04;2021-01-12;421;0;709;0;0.4;0.0
04;2021-01-13;245;2;954;2;0.6;0.0
04;2021-01-14;90;2;1044;4;0.6;0.0
04;2021-01-15;164;4;1208;8;0.7;0.0
04;2021-01-16;106;2;1314;10;0.8;0.0
04;2021-01-17;14;0;1328;10;0.8;0.0
04;2021-01-18;236;9;1564;19;0.9;0.0
04;2021-01-19;468;3;2032;22;1.2;0.0
04;2021-01-20;574;9;2606;31;1.6;0.0
04;2021-01-21;614;5;3220;36;1.9;0.0
04;2021-01-22;638;1;3858;37;2.3;0.0
04;2021-01-23;111;0;3969;37;2.4;0.0
04;2021-01-24;0;0;3969;37;2.4;0.0
04;2021-01-25;240;0;4209;37;2.5;0.0
04;2021-01-26;656;1;4865;38;2.9;0.0
04;2021-01-27;480;0;5345;38;3.2;0.0
04;2021-01-28;665;20;6010;58;3.6;0.0
04;2021-01-29;368;41;6378;99;3.9;0.1
04;2021-01-30;65;41;6443;140;3.9;0.1
04;2021-01-31;1;5;6444;145;3.9;0.1
04;2021-02-01;269;145;6713;290;4.1;0.2
04;2021-02-02;560;221;7273;511;4.4;0.3
04;2021-02-03;367;159;7640;670;4.6;0.4
04;2021-02-04;357;53;7997;723;4.8;0.4
04;2021-02-05;379;218;8376;941;5.1;0.6
04;2021-02-06;50;89;8426;1030;5.1;0.6
04;2021-02-07;2;22;8428;1052;5.1;0.6
04;2021-02-08;163;69;8591;1121;5.2;0.7
04;2021-02-09;194;128;8785;1249;5.3;0.8
04;2021-02-10;252;161;9037;1410;5.5;0.9
04;2021-02-11;364;269;9401;1679;5.7;1.0
04;2021-02-12;293;305;9694;1984;5.9;1.2
04;2021-02-13;26;94;9720;2078;5.9;1.3
04;2021-02-14;0;0;9720;2078;5.9;1.3
04;2021-02-15;31;149;9751;2227;5.9;1.3
04;2021-02-16;81;473;9832;2700;6.0;1.6
04;2021-02-17;67;395;9899;3095;6.0;1.9
04;2021-02-18;45;572;9944;3667;6.0;2.2
04;2021-02-19;52;350;9996;4017;6.1;2.4
04;2021-02-20;5;70;10001;4087;6.1;2.5
04;2021-02-21;0;0;10001;4087;6.1;2.5
04;2021-02-22;7;275;10008;4362;6.1;2.6
04;2021-02-23;19;555;10027;4917;6.1;3.0
04;2021-02-24;38;400;10065;5317;6.1;3.2
04;2021-02-25;72;351;10137;5668;6.1;3.4
04;2021-02-26;216;301;10353;5969;6.3;3.6
04;2021-02-27;179;72;10532;6041;6.4;3.7
04;2021-02-28;1;0;10533;6041;6.4;3.7
04;2021-03-01;18;69;10551;6110;6.4;3.7
04;2021-03-02;135;40;10686;6150;6.5;3.7
04;2021-03-03;375;612;11061;6762;6.7;4.1
04;2021-03-04;207;473;11268;7235;6.8;4.4
04;2021-03-05;236;345;11504;7580;7.0;4.6
04;2021-03-06;912;73;12416;7653;7.5;4.6
04;2021-03-07;498;25;12914;7678;7.8;4.6
04;2021-03-08;45;82;12959;7760;7.8;4.7
04;2021-03-09;215;253;13174;8013;8.0;4.9
04;2021-03-10;401;365;13575;8378;8.2;5.1
04;2021-03-11;495;336;14070;8714;8.5;5.3
04;2021-03-12;699;207;14769;8921;8.9;5.4
04;2021-03-13;1088;63;15857;8984;9.6;5.4
04;2021-03-14;460;3;16317;8987;9.9;5.4
04;2021-03-15;93;14;16410;9001;9.9;5.4
04;2021-03-16;74;8;16484;9009;10.0;5.5
04;2021-03-17;534;81;17018;9090;10.3;5.5
04;2021-03-18;815;25;17833;9115;10.8;5.5
04;2021-03-19;724;33;18557;9148;11.2;5.5
04;2021-03-20;159;3;18716;9151;11.3;5.5
04;2021-03-21;0;0;18716;9151;11.3;5.5
04;2021-03-22;105;13;18821;9164;11.4;5.5
04;2021-03-23;244;7;19065;9171;11.5;5.6
04;2021-03-24;1024;52;20089;9223;12.2;5.6
04;2021-03-25;1325;46;21414;9269;13.0;5.6
04;2021-03-26;1449;66;22863;9335;13.8;5.7
04;2021-03-27;266;20;23129;9355;14.0;5.7
04;2021-03-28;2;0;23131;9355;14.0;5.7
04;2021-03-29;681;13;23812;9368;14.4;5.7
04;2021-03-30;1086;148;24898;9516;15.1;5.8
04;2021-03-31;1327;107;26225;9623;15.9;5.8
04;2021-04-01;1133;133;27358;9756;16.6;5.9
04;2021-04-02;1185;111;28543;9867;17.3;6.0
04;2021-04-03;250;20;28793;9887;17.4;6.0
04;2021-04-04;1;0;28794;9887;17.4;6.0
04;2021-04-05;36;1;28830;9888;17.5;6.0
04;2021-04-06;928;148;29758;10036;18.0;6.1
04;2021-04-07;881;435;30639;10471;18.5;6.3
04;2021-04-08;926;698;31565;11169;19.1;6.8
04;2021-04-09;678;420;32243;11589;19.5;7.0
04;2021-04-10;231;191;32474;11780;19.7;7.1
04;2021-04-11;153;65;32627;11845;19.8;7.2
04;2021-04-12;593;101;33220;11946;20.1;7.2
04;2021-04-13;1190;240;34410;12186;20.8;7.4
04;2021-04-14;995;499;35405;12685;21.4;7.7
04;2021-04-15;921;673;36326;13358;22.0;8.1
04;2021-04-16;819;456;37145;13814;22.5;8.4
04;2021-04-17;211;69;37356;13883;22.6;8.4
04;2021-04-18;0;13;37356;13896;22.6;8.4
04;2021-04-19;338;288;37694;14184;22.8;8.6
04;2021-04-20;1005;444;38699;14628;23.4;8.9
04;2021-04-21;656;745;39355;15373;23.8;9.3
04;2021-04-22;759;853;40114;16226;24.3;9.8
04;2021-04-23;695;537;40809;16763;24.7;10.1
04;2021-04-24;165;65;40974;16828;24.8;10.2
04;2021-04-25;0;0;40974;16828;24.8;10.2
04;2021-04-26;172;611;41146;17439;24.9;10.6
04;2021-04-27;395;966;41541;18405;25.1;11.1
04;2021-04-28;432;1088;41973;19493;25.4;11.8
04;2021-04-29;687;1126;42660;20619;25.8;12.5
04;2021-04-30;436;848;43096;21467;26.1;13.0
04;2021-05-01;104;22;43200;21489;26.2;13.0
04;2021-05-02;8;131;43208;21620;26.2;13.1
04;2021-05-03;151;551;43359;22171;26.2;13.4
04;2021-05-04;564;838;43923;23009;26.6;13.9
04;2021-05-05;514;926;44437;23935;26.9;14.5
04;2021-05-06;1162;592;45599;24527;27.6;14.8
04;2021-05-07;657;757;46256;25284;28.0;15.3
04;2021-05-08;48;98;46304;25382;28.0;15.4
04;2021-05-09;0;0;46304;25382;28.0;15.4
04;2021-05-10;466;295;46770;25677;28.3;15.5
04;2021-05-11;1200;906;47970;26583;29.0;16.1
04;2021-05-12;1389;741;49359;27324;29.9;16.5
04;2021-05-13;378;131;49737;27455;30.1;16.6
04;2021-05-14;440;296;50177;27751;30.4;16.8
04;2021-05-15;99;163;50276;27914;30.4;16.9
04;2021-05-16;4;6;50280;27920;30.4;16.9
04;2021-05-17;155;298;50435;28218;30.5;17.1
04;2021-05-18;392;976;50827;29194;30.8;17.7
04;2021-05-19;773;688;51600;29882;31.2;18.1
04;2021-05-20;1258;551;52858;30433;32.0;18.4
04;2021-05-21;853;787;53711;31220;32.5;18.9
04;2021-05-22;105;146;53816;31366;32.6;19.0
04;2021-05-23;1;1;53817;31367;32.6;19.0
04;2021-05-24;2;36;53819;31403;32.6;19.0
04;2021-05-25;868;593;54687;31996;33.1;19.4
04;2021-05-26;1048;788;55735;32784;33.7;19.8
04;2021-05-27;1357;633;57092;33417;34.6;20.2
04;2021-05-28;1119;658;58211;34075;35.2;20.6
04;2021-05-29;90;398;58301;34473;35.3;20.9
04;2021-05-30;3;1;58304;34474;35.3;20.9
04;2021-05-31;421;417;58725;34891;35.5;21.1
04;2021-06-01;643;640;59368;35531;35.9;21.5
04;2021-06-02;871;1063;60239;36594;36.5;22.2
04;2021-06-03;1196;852;61435;37446;37.2;22.7
04;2021-06-04;977;780;62412;38226;37.8;23.1
04;2021-06-05;142;201;62554;38427;37.9;23.3
04;2021-06-06;7;13;62561;38440;37.9;23.3
04;2021-06-07;563;316;63124;38756;38.2;23.5
04;2021-06-08;843;595;63967;39351;38.7;23.8
04;2021-06-09;1148;685;65115;40036;39.4;24.2
04;2021-06-10;1147;585;66262;40621;40.1;24.6
04;2021-06-11;945;614;67207;41235;40.7;25.0
04;2021-06-12;212;148;67419;41383;40.8;25.1
04;2021-06-13;1;1;67420;41384;40.8;25.1
04;2021-06-14;478;303;67898;41687;41.1;25.2
04;2021-06-15;645;1003;68543;42690;41.5;25.8
04;2021-06-16;1022;786;69565;43476;42.1;26.3
04;2021-06-17;1001;960;70566;44436;42.7;26.9
04;2021-06-18;765;886;71331;45322;43.2;27.4
04;2021-06-19;40;85;71371;45407;43.2;27.5
04;2021-06-20;7;9;71378;45416;43.2;27.5
04;2021-06-21;306;615;71684;46031;43.4;27.9
04;2021-06-22;361;1310;72045;47341;43.6;28.7
04;2021-06-23;476;1313;72521;48654;43.9;29.5
04;2021-06-24;852;820;73373;49474;44.4;29.9
04;2021-06-25;462;639;73835;50113;44.7;30.3
04;2021-06-26;56;129;73891;50242;44.7;30.4
04;2021-06-27;4;4;73895;50246;44.7;30.4
04;2021-06-28;158;341;74053;50587;44.8;30.6
04;2021-06-29;371;838;74424;51425;45.1;31.1
04;2021-06-30;541;1121;74965;52546;45.4;31.8
04;2021-07-01;579;1219;75544;53765;45.7;32.5
04;2021-07-02;557;1090;76101;54855;46.1;33.2
04;2021-07-03;65;162;76166;55017;46.1;33.3
04;2021-07-04;6;6;76172;55023;46.1;33.3
04;2021-07-05;106;297;76278;55320;46.2;33.5
04;2021-07-06;505;1382;76783;56702;46.5;34.3
04;2021-07-07;495;1342;77278;58044;46.8;35.1
04;2021-07-08;726;1363;78004;59407;47.2;36.0
04;2021-07-09;581;1061;78585;60468;47.6;36.6
04;2021-07-10;92;177;78677;60645;47.6;36.7
04;2021-07-11;0;21;78677;60666;47.6;36.7
04;2021-07-12;128;653;78805;61319;47.7;37.1
04;2021-07-13;882;1541;79687;62860;48.2;38.1
04;2021-07-14;26;43;79713;62903;48.3;38.1
04;2021-07-15;1220;1736;80933;64639;49.0;39.1
04;2021-07-16;1082;1119;82015;65758;49.6;39.8
04;2021-07-17;446;234;82461;65992;49.9;39.9
04;2021-07-18;114;18;82575;66010;50.0;40.0
04;2021-07-19;484;655;83059;66665;50.3;40.4
04;2021-07-20;1314;1467;84373;68132;51.1;41.2
04;2021-07-21;1127;1165;85500;69297;51.8;41.9
04;2021-07-22;1500;1372;87000;70669;52.7;42.8
04;2021-07-23;1151;1141;88151;71810;53.4;43.5
04;2021-07-24;685;213;88836;72023;53.8;43.6
04;2021-07-25;42;20;88878;72043;53.8;43.6
04;2021-07-26;445;639;89323;72682;54.1;44.0
04;2021-07-27;1371;1045;90694;73727;54.9;44.6
04;2021-07-28;1074;1038;91768;74765;55.6;45.3
04;2021-07-29;1560;1300;93328;76065;56.5;46.0
04;2021-07-30;1246;925;94574;76990;57.2;46.6
04;2021-07-31;252;176;94826;77166;57.4;46.7
04;2021-08-01;48;19;94874;77185;57.4;46.7
04;2021-08-02;139;110;95013;77295;57.5;46.8
04;2021-08-03;1347;1114;96360;78409;58.3;47.5
04;2021-08-04;1178;862;97538;79271;59.0;48.0
04;2021-08-05;1191;737;98729;80008;59.8;48.4
04;2021-08-06;519;397;99248;80405;60.1;48.7
04;2021-08-07;161;162;99409;80567;60.2;48.8
04;2021-08-08;25;12;99434;80579;60.2;48.8
04;2021-08-09;104;120;99538;80699;60.3;48.9
04;2021-08-10;656;980;100194;81679;60.7;49.4
04;2021-08-11;1147;1023;101341;82702;61.3;50.1
04;2021-08-12;1124;1299;102465;84001;62.0;50.8
04;2021-08-13;443;384;102908;84385;62.3;51.1
04;2021-08-14;100;73;103008;84458;62.4;51.1
04;2021-08-15;0;0;103008;84458;62.4;51.1
04;2021-08-16;103;138;103111;84596;62.4;51.2
04;2021-08-17;496;1014;103607;85610;62.7;51.8
04;2021-08-18;717;1319;104324;86929;63.2;52.6
04;2021-08-19;738;1409;105062;88338;63.6;53.5
04;2021-08-20;746;1364;105808;89702;64.0;54.3
04;2021-08-21;65;111;105873;89813;64.1;54.4
04;2021-08-22;15;45;105888;89858;64.1;54.4
